Year,Value,Month,City
1995,20.2,09,CorpusChristi
1995,20.0,10,CorpusChristi
1995,20.3,11,CorpusChristi
1995,20.3,12,CorpusChristi
1996,20.3,01,CorpusChristi
1996,20.5,02,CorpusChristi
1996,20.7,03,CorpusChristi
1996,20.6,04,CorpusChristi
1996,20.8,05,CorpusChristi
1996,20.9,06,CorpusChristi
1996,20.7,07,CorpusChristi
1996,20.8,08,CorpusChristi
1996,21.0,09,CorpusChristi
1996,22.6,10,CorpusChristi
1996,23.2,11,CorpusChristi
1996,23.1,12,CorpusChristi
1997,23.7,01,CorpusChristi
1997,23.9,02,CorpusChristi
1997,24.0,03,CorpusChristi
1997,23.7,04,CorpusChristi
1997,23.9,05,CorpusChristi
1997,24.0,06,CorpusChristi
1997,23.6,07,CorpusChristi
1997,23.8,08,CorpusChristi
1997,24.0,09,CorpusChristi
1997,23.8,10,CorpusChristi
1997,23.9,11,CorpusChristi
1997,23.9,12,CorpusChristi
1998,23.9,01,CorpusChristi
1998,24.1,02,CorpusChristi
1998,24.1,03,CorpusChristi
1998,24.2,04,CorpusChristi
1998,24.2,05,CorpusChristi
1998,24.3,06,CorpusChristi
1998,24.3,07,CorpusChristi
1998,24.5,08,CorpusChristi
1998,24.5,09,CorpusChristi
1998,24.2,10,CorpusChristi
1998,24.3,11,CorpusChristi
1998,24.4,12,CorpusChristi
1999,23.9,01,CorpusChristi
1999,24.1,02,CorpusChristi
1999,24.2,03,CorpusChristi
1999,23.7,04,CorpusChristi
1999,23.8,05,CorpusChristi
1999,23.9,06,CorpusChristi
1999,23.4,07,CorpusChristi
1999,23.4,08,CorpusChristi
1999,23.8,09,CorpusChristi
1999,23.9,10,CorpusChristi
1999,23.7,11,CorpusChristi
1999,23.9,12,CorpusChristi
2000,23.9,01,CorpusChristi
2000,23.9,02,CorpusChristi
2000,24.0,03,CorpusChristi
2000,23.7,04,CorpusChristi
2000,23.7,05,CorpusChristi
2000,23.7,06,CorpusChristi
2000,24.0,07,CorpusChristi
2000,24.3,08,CorpusChristi
2000,24.5,09,CorpusChristi
2000,24.3,10,CorpusChristi
2000,24.4,11,CorpusChristi
2000,24.5,12,CorpusChristi
2001,24.4,01,CorpusChristi
2001,24.4,02,CorpusChristi
2001,24.4,03,CorpusChristi
2001,24.1,04,CorpusChristi
2001,24.2,05,CorpusChristi
2001,24.2,06,CorpusChristi
2001,24.0,07,CorpusChristi
2001,24.3,08,CorpusChristi
2001,24.4,09,CorpusChristi
2001,24.2,10,CorpusChristi
2001,24.4,11,CorpusChristi
2001,24.5,12,CorpusChristi
2002,24.3,01,CorpusChristi
2002,24.2,02,CorpusChristi
2002,24.2,03,CorpusChristi
2002,23.8,04,CorpusChristi
2002,23.9,05,CorpusChristi
2002,23.7,06,CorpusChristi
2002,23.6,07,CorpusChristi
2002,24.1,08,CorpusChristi
2002,24.2,09,CorpusChristi
2002,24.1,10,CorpusChristi
2002,24.2,11,CorpusChristi
2002,24.2,12,CorpusChristi
2003,24.0,01,CorpusChristi
2003,24.0,02,CorpusChristi
2003,24.0,03,CorpusChristi
2003,24.2,04,CorpusChristi
2003,24.4,05,CorpusChristi
2003,24.3,06,CorpusChristi
2003,24.3,07,CorpusChristi
2003,24.6,08,CorpusChristi
2003,24.7,09,CorpusChristi
2003,24.9,10,CorpusChristi
2003,25.0,11,CorpusChristi
2003,25.2,12,CorpusChristi
2004,25.1,01,CorpusChristi
2004,25.2,02,CorpusChristi
2004,25.3,03,CorpusChristi
2004,25.5,04,CorpusChristi
2004,25.7,05,CorpusChristi
2004,25.8,06,CorpusChristi
2004,25.9,07,CorpusChristi
2004,25.9,08,CorpusChristi
2004,26.1,09,CorpusChristi
2004,26.0,10,CorpusChristi
2004,26.2,11,CorpusChristi
2004,26.2,12,CorpusChristi
2005,26.0,01,CorpusChristi
2005,26.0,02,CorpusChristi
2005,26.2,03,CorpusChristi
2005,26.4,04,CorpusChristi
2005,26.4,05,CorpusChristi
2005,26.3,06,CorpusChristi
2005,26.1,07,CorpusChristi
2005,26.1,08,CorpusChristi
2005,26.2,09,CorpusChristi
2005,25.8,10,CorpusChristi
2005,25.7,11,CorpusChristi
2005,25.7,12,CorpusChristi
2006,25.2,01,CorpusChristi
2006,25.2,02,CorpusChristi
2006,25.3,03,CorpusChristi
2006,25.5,04,CorpusChristi
2006,25.8,05,CorpusChristi
2006,25.8,06,CorpusChristi
2006,25.6,07,CorpusChristi
2006,26.0,08,CorpusChristi
2006,26.1,09,CorpusChristi
2006,26.2,10,CorpusChristi
2006,26.3,11,CorpusChristi
2006,26.4,12,CorpusChristi
2007,26.1,01,CorpusChristi
2007,26.3,02,CorpusChristi
2007,26.6,03,CorpusChristi
2007,26.1,04,CorpusChristi
2007,26.3,05,CorpusChristi
2007,26.4,06,CorpusChristi
2007,26.7,07,CorpusChristi
2007,26.9,08,CorpusChristi
2007,26.9,09,CorpusChristi
2007,26.8,10,CorpusChristi
2007,26.9,11,CorpusChristi
2007,27.0,12,CorpusChristi
2008,26.7,01,CorpusChristi
2008,27.1,02,CorpusChristi
2008,27.1,03,CorpusChristi
2008,27.2,04,CorpusChristi
2008,27.5,05,CorpusChristi
2008,27.5,06,CorpusChristi
2008,27.6,07,CorpusChristi
2008,27.8,08,CorpusChristi
2008,27.9,09,CorpusChristi
2008,28.1,10,CorpusChristi
2008,28.1,11,CorpusChristi
2008,28.2,12,CorpusChristi
2009,28.2,01,CorpusChristi
2009,28.2,02,CorpusChristi
2009,28.2,03,CorpusChristi
2009,29.4,04,CorpusChristi
2009,29.5,05,CorpusChristi
2009,29.5,06,CorpusChristi
2009,29.9,07,CorpusChristi
2009,29.8,08,CorpusChristi
2009,29.9,09,CorpusChristi
2009,30.0,10,CorpusChristi
2009,29.9,11,CorpusChristi
2009,30.1,12,CorpusChristi
2010,30.1,01,CorpusChristi
2010,30.4,02,CorpusChristi
2010,30.6,03,CorpusChristi
2010,30.7,04,CorpusChristi
2010,30.5,05,CorpusChristi
2010,30.6,06,CorpusChristi
2010,30.4,07,CorpusChristi
2010,30.5,08,CorpusChristi
2010,30.3,09,CorpusChristi
2010,30.3,10,CorpusChristi
2010,30.1,11,CorpusChristi
2010,30.1,12,CorpusChristi
2011,29.7,01,CorpusChristi
2011,29.8,02,CorpusChristi
2011,29.7,03,CorpusChristi
2011,31.1,04,CorpusChristi
2011,31.2,05,CorpusChristi
2011,31.2,06,CorpusChristi
2011,31.3,07,CorpusChristi
2011,31.5,08,CorpusChristi
2011,31.5,09,CorpusChristi
2011,30.7,10,CorpusChristi
2011,30.6,11,CorpusChristi
2011,30.6,12,CorpusChristi
2012,30.1,01,CorpusChristi
2012,30.4,02,CorpusChristi
2012,30.3,03,CorpusChristi
2012,30.5,04,CorpusChristi
2012,30.9,05,CorpusChristi
2012,30.5,06,CorpusChristi
2012,30.5,07,CorpusChristi
2012,30.7,08,CorpusChristi
2012,30.5,09,CorpusChristi
2012,30.5,10,CorpusChristi
2012,30.5,11,CorpusChristi
2012,30.4,12,CorpusChristi
2013,29.8,01,CorpusChristi
2013,30.0,02,CorpusChristi
2013,30.0,03,CorpusChristi
2013,30.1,04,CorpusChristi
2013,30.0,05,CorpusChristi
2013,29.9,06,CorpusChristi
2013,29.8,07,CorpusChristi
2013,29.9,08,CorpusChristi
2013,29.8,09,CorpusChristi
2013,29.7,10,CorpusChristi
2013,29.6,11,CorpusChristi
2013,29.7,12,CorpusChristi
2014,29.2,01,CorpusChristi
2014,29.2,02,CorpusChristi
2014,29.1,03,CorpusChristi
2014,29.3,04,CorpusChristi
2014,29.4,05,CorpusChristi
2014,29.4,06,CorpusChristi
2014,29.1,07,CorpusChristi
2014,29.3,08,CorpusChristi
2014,29.4,09,CorpusChristi
2014,29.6,10,CorpusChristi
2014,29.7,11,CorpusChristi
2014,29.8,12,CorpusChristi
2015,29.5,01,CorpusChristi
2015,29.5,02,CorpusChristi
2015,29.5,03,CorpusChristi
2015,29.6,04,CorpusChristi
2015,29.6,05,CorpusChristi
2015,29.6,06,CorpusChristi
2015,29.7,07,CorpusChristi
2015,29.9,08,CorpusChristi
2015,29.9,09,CorpusChristi
2015,30.1,10,CorpusChristi
2015,30.3,11,CorpusChristi
2015,30.5,12,CorpusChristi
2016,30.3,01,CorpusChristi
2016,30.6,02,CorpusChristi
2016,30.6,03,CorpusChristi
2016,30.5,04,CorpusChristi
2016,30.5,05,CorpusChristi
2016,30.6,06,CorpusChristi
2016,31.1,07,CorpusChristi
2016,31.3,08,CorpusChristi
2016,31.4,09,CorpusChristi
2016,31.3,10,CorpusChristi
2016,31.6,11,CorpusChristi
2016,31.6,12,CorpusChristi
2017,31.2,01,CorpusChristi
2017,31.4,02,CorpusChristi
2017,31.4,03,CorpusChristi
2017,31.4,04,CorpusChristi
2017,31.7,05,CorpusChristi
2017,31.7,06,CorpusChristi
2017,31.1,07,CorpusChristi
2017,31.0,08,CorpusChristi
2017,31.0,09,CorpusChristi
2017,31.0,10,CorpusChristi
2017,30.8,11,CorpusChristi
2017,31.3,12,CorpusChristi
2018,31.1,01,CorpusChristi
2018,31.2,02,CorpusChristi
2018,31.4,03,CorpusChristi
2018,31.6,04,CorpusChristi
2018,32.0,05,CorpusChristi
2018,32.1,06,CorpusChristi
2018,31.9,07,CorpusChristi
2018,32.1,08,CorpusChristi
2018,32.2,09,CorpusChristi
2018,32.0,10,CorpusChristi
2018,32.2,11,CorpusChristi
2018,32.3,12,CorpusChristi
2019,32.3,01,CorpusChristi
2019,32.4,02,CorpusChristi
2019,32.4,03,CorpusChristi
2019,32.1,04,CorpusChristi
2019,32.2,05,CorpusChristi
2019,32.1,06,CorpusChristi
2019,32.3,07,CorpusChristi
2019,32.5,08,CorpusChristi
2019,32.4,09,CorpusChristi
2019,32.9,10,CorpusChristi
2019,32.9,11,CorpusChristi
2019,32.7,12,CorpusChristi
2020,32.4,01,CorpusChristi
2020,32.5,02,CorpusChristi
2020,32.4,03,CorpusChristi
2020,30.2,04,CorpusChristi
2020,30.9,05,CorpusChristi
2020,31.2,06,CorpusChristi
2020,31.0,07,CorpusChristi
2020,31.1,08,CorpusChristi
2020,31.0,09,CorpusChristi
2020,31.4,10,CorpusChristi
2020,31.0,11,CorpusChristi
2020,31.0,12,CorpusChristi
2021,30.4,01,CorpusChristi
2021,30.4,02,CorpusChristi
2021,30.4,03,CorpusChristi
2021,30.4,04,CorpusChristi
2021,30.4,05,CorpusChristi
2021,30.5,06,CorpusChristi
2021,30.6,07,CorpusChristi
2021,30.6,08,CorpusChristi
2021,30.4,09,CorpusChristi
2021,30.5,10,CorpusChristi
2021,30.8,11,CorpusChristi
2021,30.7,12,CorpusChristi
2022,30.6,01,CorpusChristi
1990,160.9,01,Dallas-FortWorth-Arlington
1990,164.7,02,Dallas-FortWorth-Arlington
1990,165.6,03,Dallas-FortWorth-Arlington
1990,166.2,04,Dallas-FortWorth-Arlington
1990,167.9,05,Dallas-FortWorth-Arlington
1990,168.1,06,Dallas-FortWorth-Arlington
1990,169.9,07,Dallas-FortWorth-Arlington
1990,172.3,08,Dallas-FortWorth-Arlington
1990,173.1,09,Dallas-FortWorth-Arlington
1990,174.5,10,Dallas-FortWorth-Arlington
1990,175.5,11,Dallas-FortWorth-Arlington
1990,175.8,12,Dallas-FortWorth-Arlington
1991,172.0,01,Dallas-FortWorth-Arlington
1991,174.4,02,Dallas-FortWorth-Arlington
1991,175.8,03,Dallas-FortWorth-Arlington
1991,177.4,04,Dallas-FortWorth-Arlington
1991,178.3,05,Dallas-FortWorth-Arlington
1991,177.7,06,Dallas-FortWorth-Arlington
1991,179.6,07,Dallas-FortWorth-Arlington
1991,181.0,08,Dallas-FortWorth-Arlington
1991,182.0,09,Dallas-FortWorth-Arlington
1991,182.7,10,Dallas-FortWorth-Arlington
1991,183.0,11,Dallas-FortWorth-Arlington
1991,183.6,12,Dallas-FortWorth-Arlington
1992,180.6,01,Dallas-FortWorth-Arlington
1992,183.3,02,Dallas-FortWorth-Arlington
1992,183.7,03,Dallas-FortWorth-Arlington
1992,184.8,04,Dallas-FortWorth-Arlington
1992,185.0,05,Dallas-FortWorth-Arlington
1992,185.2,06,Dallas-FortWorth-Arlington
1992,185.7,07,Dallas-FortWorth-Arlington
1992,187.7,08,Dallas-FortWorth-Arlington
1992,188.9,09,Dallas-FortWorth-Arlington
1992,190.3,10,Dallas-FortWorth-Arlington
1992,190.4,11,Dallas-FortWorth-Arlington
1992,191.4,12,Dallas-FortWorth-Arlington
1993,187.9,01,Dallas-FortWorth-Arlington
1993,189.7,02,Dallas-FortWorth-Arlington
1993,190.8,03,Dallas-FortWorth-Arlington
1993,190.2,04,Dallas-FortWorth-Arlington
1993,190.6,05,Dallas-FortWorth-Arlington
1993,191.1,06,Dallas-FortWorth-Arlington
1993,192.0,07,Dallas-FortWorth-Arlington
1993,193.3,08,Dallas-FortWorth-Arlington
1993,195.4,09,Dallas-FortWorth-Arlington
1993,194.3,10,Dallas-FortWorth-Arlington
1993,195.0,11,Dallas-FortWorth-Arlington
1993,195.7,12,Dallas-FortWorth-Arlington
1994,192.9,01,Dallas-FortWorth-Arlington
1994,194.7,02,Dallas-FortWorth-Arlington
1994,195.4,03,Dallas-FortWorth-Arlington
1994,197.9,04,Dallas-FortWorth-Arlington
1994,198.2,05,Dallas-FortWorth-Arlington
1994,198.8,06,Dallas-FortWorth-Arlington
1994,198.7,07,Dallas-FortWorth-Arlington
1994,200.5,08,Dallas-FortWorth-Arlington
1994,202.1,09,Dallas-FortWorth-Arlington
1994,203.5,10,Dallas-FortWorth-Arlington
1994,204.4,11,Dallas-FortWorth-Arlington
1994,205.1,12,Dallas-FortWorth-Arlington
1995,201.5,01,Dallas-FortWorth-Arlington
1995,204.0,02,Dallas-FortWorth-Arlington
1995,205.5,03,Dallas-FortWorth-Arlington
1995,207.1,04,Dallas-FortWorth-Arlington
1995,208.3,05,Dallas-FortWorth-Arlington
1995,208.7,06,Dallas-FortWorth-Arlington
1995,210.1,07,Dallas-FortWorth-Arlington
1995,211.9,08,Dallas-FortWorth-Arlington
1995,214.3,09,Dallas-FortWorth-Arlington
1995,215.0,10,Dallas-FortWorth-Arlington
1995,215.8,11,Dallas-FortWorth-Arlington
1995,216.6,12,Dallas-FortWorth-Arlington
1996,212.6,01,Dallas-FortWorth-Arlington
1996,214.8,02,Dallas-FortWorth-Arlington
1996,216.3,03,Dallas-FortWorth-Arlington
1996,216.1,04,Dallas-FortWorth-Arlington
1996,217.5,05,Dallas-FortWorth-Arlington
1996,217.6,06,Dallas-FortWorth-Arlington
1996,216.9,07,Dallas-FortWorth-Arlington
1996,219.3,08,Dallas-FortWorth-Arlington
1996,221.1,09,Dallas-FortWorth-Arlington
1996,222.8,10,Dallas-FortWorth-Arlington
1996,224.1,11,Dallas-FortWorth-Arlington
1996,224.8,12,Dallas-FortWorth-Arlington
1997,223.3,01,Dallas-FortWorth-Arlington
1997,225.9,02,Dallas-FortWorth-Arlington
1997,227.8,03,Dallas-FortWorth-Arlington
1997,227.7,04,Dallas-FortWorth-Arlington
1997,230.1,05,Dallas-FortWorth-Arlington
1997,230.5,06,Dallas-FortWorth-Arlington
1997,231.8,07,Dallas-FortWorth-Arlington
1997,234.0,08,Dallas-FortWorth-Arlington
1997,236.9,09,Dallas-FortWorth-Arlington
1997,235.3,10,Dallas-FortWorth-Arlington
1997,235.5,11,Dallas-FortWorth-Arlington
1997,235.9,12,Dallas-FortWorth-Arlington
1998,231.8,01,Dallas-FortWorth-Arlington
1998,233.6,02,Dallas-FortWorth-Arlington
1998,233.8,03,Dallas-FortWorth-Arlington
1998,235.6,04,Dallas-FortWorth-Arlington
1998,236.3,05,Dallas-FortWorth-Arlington
1998,236.1,06,Dallas-FortWorth-Arlington
1998,235.4,07,Dallas-FortWorth-Arlington
1998,237.3,08,Dallas-FortWorth-Arlington
1998,239.0,09,Dallas-FortWorth-Arlington
1998,238.0,10,Dallas-FortWorth-Arlington
1998,239.7,11,Dallas-FortWorth-Arlington
1998,240.2,12,Dallas-FortWorth-Arlington
1999,235.9,01,Dallas-FortWorth-Arlington
1999,238.0,02,Dallas-FortWorth-Arlington
1999,238.6,03,Dallas-FortWorth-Arlington
1999,238.8,04,Dallas-FortWorth-Arlington
1999,238.6,05,Dallas-FortWorth-Arlington
1999,238.4,06,Dallas-FortWorth-Arlington
1999,239.0,07,Dallas-FortWorth-Arlington
1999,241.1,08,Dallas-FortWorth-Arlington
1999,242.5,09,Dallas-FortWorth-Arlington
1999,243.0,10,Dallas-FortWorth-Arlington
1999,243.4,11,Dallas-FortWorth-Arlington
1999,243.9,12,Dallas-FortWorth-Arlington
2000,240.1,01,Dallas-FortWorth-Arlington
2000,241.2,02,Dallas-FortWorth-Arlington
2000,243.1,03,Dallas-FortWorth-Arlington
2000,243.4,04,Dallas-FortWorth-Arlington
2000,244.6,05,Dallas-FortWorth-Arlington
2000,243.8,06,Dallas-FortWorth-Arlington
2000,244.3,07,Dallas-FortWorth-Arlington
2000,245.6,08,Dallas-FortWorth-Arlington
2000,248.0,09,Dallas-FortWorth-Arlington
2000,247.6,10,Dallas-FortWorth-Arlington
2000,248.0,11,Dallas-FortWorth-Arlington
2000,248.6,12,Dallas-FortWorth-Arlington
2001,246.8,01,Dallas-FortWorth-Arlington
2001,249.5,02,Dallas-FortWorth-Arlington
2001,251.0,03,Dallas-FortWorth-Arlington
2001,252.1,04,Dallas-FortWorth-Arlington
2001,253.5,05,Dallas-FortWorth-Arlington
2001,255.1,06,Dallas-FortWorth-Arlington
2001,255.5,07,Dallas-FortWorth-Arlington
2001,257.0,08,Dallas-FortWorth-Arlington
2001,258.2,09,Dallas-FortWorth-Arlington
2001,258.2,10,Dallas-FortWorth-Arlington
2001,258.8,11,Dallas-FortWorth-Arlington
2001,259.2,12,Dallas-FortWorth-Arlington
2002,257.3,01,Dallas-FortWorth-Arlington
2002,259.9,02,Dallas-FortWorth-Arlington
2002,260.7,03,Dallas-FortWorth-Arlington
2002,262.0,04,Dallas-FortWorth-Arlington
2002,263.5,05,Dallas-FortWorth-Arlington
2002,262.1,06,Dallas-FortWorth-Arlington
2002,262.1,07,Dallas-FortWorth-Arlington
2002,264.9,08,Dallas-FortWorth-Arlington
2002,266.7,09,Dallas-FortWorth-Arlington
2002,266.3,10,Dallas-FortWorth-Arlington
2002,267.7,11,Dallas-FortWorth-Arlington
2002,268.0,12,Dallas-FortWorth-Arlington
2003,267.6,01,Dallas-FortWorth-Arlington
2003,269.4,02,Dallas-FortWorth-Arlington
2003,270.1,03,Dallas-FortWorth-Arlington
2003,270.8,04,Dallas-FortWorth-Arlington
2003,271.3,05,Dallas-FortWorth-Arlington
2003,269.2,06,Dallas-FortWorth-Arlington
2003,270.9,07,Dallas-FortWorth-Arlington
2003,272.0,08,Dallas-FortWorth-Arlington
2003,273.5,09,Dallas-FortWorth-Arlington
2003,275.6,10,Dallas-FortWorth-Arlington
2003,275.7,11,Dallas-FortWorth-Arlington
2003,274.0,12,Dallas-FortWorth-Arlington
2004,269.9,01,Dallas-FortWorth-Arlington
2004,273.6,02,Dallas-FortWorth-Arlington
2004,274.5,03,Dallas-FortWorth-Arlington
2004,275.8,04,Dallas-FortWorth-Arlington
2004,275.8,05,Dallas-FortWorth-Arlington
2004,273.0,06,Dallas-FortWorth-Arlington
2004,275.6,07,Dallas-FortWorth-Arlington
2004,276.6,08,Dallas-FortWorth-Arlington
2004,279.0,09,Dallas-FortWorth-Arlington
2004,284.6,10,Dallas-FortWorth-Arlington
2004,284.8,11,Dallas-FortWorth-Arlington
2004,285.7,12,Dallas-FortWorth-Arlington
2005,279.1,01,Dallas-FortWorth-Arlington
2005,282.3,02,Dallas-FortWorth-Arlington
2005,283.4,03,Dallas-FortWorth-Arlington
2005,286.6,04,Dallas-FortWorth-Arlington
2005,287.1,05,Dallas-FortWorth-Arlington
2005,286.4,06,Dallas-FortWorth-Arlington
2005,290.3,07,Dallas-FortWorth-Arlington
2005,290.8,08,Dallas-FortWorth-Arlington
2005,292.7,09,Dallas-FortWorth-Arlington
2005,295.5,10,Dallas-FortWorth-Arlington
2005,296.0,11,Dallas-FortWorth-Arlington
2005,296.5,12,Dallas-FortWorth-Arlington
2006,294.6,01,Dallas-FortWorth-Arlington
2006,296.9,02,Dallas-FortWorth-Arlington
2006,297.5,03,Dallas-FortWorth-Arlington
2006,298.4,04,Dallas-FortWorth-Arlington
2006,299.0,05,Dallas-FortWorth-Arlington
2006,300.0,06,Dallas-FortWorth-Arlington
2006,299.9,07,Dallas-FortWorth-Arlington
2006,304.3,08,Dallas-FortWorth-Arlington
2006,306.9,09,Dallas-FortWorth-Arlington
2006,308.5,10,Dallas-FortWorth-Arlington
2006,309.8,11,Dallas-FortWorth-Arlington
2006,312.2,12,Dallas-FortWorth-Arlington
2007,305.5,01,Dallas-FortWorth-Arlington
2007,310.7,02,Dallas-FortWorth-Arlington
2007,313.7,03,Dallas-FortWorth-Arlington
2007,314.8,04,Dallas-FortWorth-Arlington
2007,316.3,05,Dallas-FortWorth-Arlington
2007,316.1,06,Dallas-FortWorth-Arlington
2007,315.9,07,Dallas-FortWorth-Arlington
2007,319.1,08,Dallas-FortWorth-Arlington
2007,321.4,09,Dallas-FortWorth-Arlington
2007,322.9,10,Dallas-FortWorth-Arlington
2007,324.6,11,Dallas-FortWorth-Arlington
2007,325.1,12,Dallas-FortWorth-Arlington
2008,321.2,01,Dallas-FortWorth-Arlington
2008,326.2,02,Dallas-FortWorth-Arlington
2008,327.0,03,Dallas-FortWorth-Arlington
2008,327.6,04,Dallas-FortWorth-Arlington
2008,330.4,05,Dallas-FortWorth-Arlington
2008,328.2,06,Dallas-FortWorth-Arlington
2008,329.1,07,Dallas-FortWorth-Arlington
2008,331.2,08,Dallas-FortWorth-Arlington
2008,333.3,09,Dallas-FortWorth-Arlington
2008,334.6,10,Dallas-FortWorth-Arlington
2008,336.1,11,Dallas-FortWorth-Arlington
2008,338.5,12,Dallas-FortWorth-Arlington
2009,333.6,01,Dallas-FortWorth-Arlington
2009,336.4,02,Dallas-FortWorth-Arlington
2009,339.3,03,Dallas-FortWorth-Arlington
2009,341.3,04,Dallas-FortWorth-Arlington
2009,343.3,05,Dallas-FortWorth-Arlington
2009,342.8,06,Dallas-FortWorth-Arlington
2009,344.8,07,Dallas-FortWorth-Arlington
2009,347.0,08,Dallas-FortWorth-Arlington
2009,349.7,09,Dallas-FortWorth-Arlington
2009,353.3,10,Dallas-FortWorth-Arlington
2009,353.5,11,Dallas-FortWorth-Arlington
2009,355.1,12,Dallas-FortWorth-Arlington
2010,347.7,01,Dallas-FortWorth-Arlington
2010,350.7,02,Dallas-FortWorth-Arlington
2010,354.2,03,Dallas-FortWorth-Arlington
2010,356.6,04,Dallas-FortWorth-Arlington
2010,358.0,05,Dallas-FortWorth-Arlington
2010,356.9,06,Dallas-FortWorth-Arlington
2010,356.2,07,Dallas-FortWorth-Arlington
2010,358.6,08,Dallas-FortWorth-Arlington
2010,360.4,09,Dallas-FortWorth-Arlington
2010,363.7,10,Dallas-FortWorth-Arlington
2010,364.0,11,Dallas-FortWorth-Arlington
2010,365.7,12,Dallas-FortWorth-Arlington
2011,360.8,01,Dallas-FortWorth-Arlington
2011,361.8,02,Dallas-FortWorth-Arlington
2011,365.7,03,Dallas-FortWorth-Arlington
2011,368.2,04,Dallas-FortWorth-Arlington
2011,369.8,05,Dallas-FortWorth-Arlington
2011,369.8,06,Dallas-FortWorth-Arlington
2011,369.6,07,Dallas-FortWorth-Arlington
2011,371.7,08,Dallas-FortWorth-Arlington
2011,375.3,09,Dallas-FortWorth-Arlington
2011,375.4,10,Dallas-FortWorth-Arlington
2011,376.1,11,Dallas-FortWorth-Arlington
2011,378.1,12,Dallas-FortWorth-Arlington
2012,372.4,01,Dallas-FortWorth-Arlington
2012,376.0,02,Dallas-FortWorth-Arlington
2012,378.2,03,Dallas-FortWorth-Arlington
2012,378.2,04,Dallas-FortWorth-Arlington
2012,378.5,05,Dallas-FortWorth-Arlington
2012,377.6,06,Dallas-FortWorth-Arlington
2012,376.1,07,Dallas-FortWorth-Arlington
2012,379.3,08,Dallas-FortWorth-Arlington
2012,381.0,09,Dallas-FortWorth-Arlington
2012,381.9,10,Dallas-FortWorth-Arlington
2012,382.7,11,Dallas-FortWorth-Arlington
2012,384.0,12,Dallas-FortWorth-Arlington
2013,376.9,01,Dallas-FortWorth-Arlington
2013,381.5,02,Dallas-FortWorth-Arlington
2013,383.0,03,Dallas-FortWorth-Arlington
2013,385.7,04,Dallas-FortWorth-Arlington
2013,387.1,05,Dallas-FortWorth-Arlington
2013,385.7,06,Dallas-FortWorth-Arlington
2013,384.2,07,Dallas-FortWorth-Arlington
2013,388.7,08,Dallas-FortWorth-Arlington
2013,391.0,09,Dallas-FortWorth-Arlington
2013,392.7,10,Dallas-FortWorth-Arlington
2013,394.7,11,Dallas-FortWorth-Arlington
2013,395.0,12,Dallas-FortWorth-Arlington
2014,390.1,01,Dallas-FortWorth-Arlington
2014,394.0,02,Dallas-FortWorth-Arlington
2014,395.7,03,Dallas-FortWorth-Arlington
2014,396.3,04,Dallas-FortWorth-Arlington
2014,398.3,05,Dallas-FortWorth-Arlington
2014,397.6,06,Dallas-FortWorth-Arlington
2014,395.7,07,Dallas-FortWorth-Arlington
2014,400.8,08,Dallas-FortWorth-Arlington
2014,403.0,09,Dallas-FortWorth-Arlington
2014,405.8,10,Dallas-FortWorth-Arlington
2014,408.1,11,Dallas-FortWorth-Arlington
2014,409.7,12,Dallas-FortWorth-Arlington
2015,403.5,01,Dallas-FortWorth-Arlington
2015,407.7,02,Dallas-FortWorth-Arlington
2015,408.6,03,Dallas-FortWorth-Arlington
2015,412.6,04,Dallas-FortWorth-Arlington
2015,415.9,05,Dallas-FortWorth-Arlington
2015,414.9,06,Dallas-FortWorth-Arlington
2015,414.7,07,Dallas-FortWorth-Arlington
2015,418.4,08,Dallas-FortWorth-Arlington
2015,419.2,09,Dallas-FortWorth-Arlington
2015,422.2,10,Dallas-FortWorth-Arlington
2015,424.1,11,Dallas-FortWorth-Arlington
2015,425.6,12,Dallas-FortWorth-Arlington
2016,420.8,01,Dallas-FortWorth-Arlington
2016,424.8,02,Dallas-FortWorth-Arlington
2016,425.6,03,Dallas-FortWorth-Arlington
2016,426.8,04,Dallas-FortWorth-Arlington
2016,428.9,05,Dallas-FortWorth-Arlington
2016,426.0,06,Dallas-FortWorth-Arlington
2016,426.3,07,Dallas-FortWorth-Arlington
2016,430.2,08,Dallas-FortWorth-Arlington
2016,433.0,09,Dallas-FortWorth-Arlington
2016,434.4,10,Dallas-FortWorth-Arlington
2016,435.8,11,Dallas-FortWorth-Arlington
2016,436.6,12,Dallas-FortWorth-Arlington
2017,434.4,01,Dallas-FortWorth-Arlington
2017,439.0,02,Dallas-FortWorth-Arlington
2017,440.3,03,Dallas-FortWorth-Arlington
2017,441.6,04,Dallas-FortWorth-Arlington
2017,442.7,05,Dallas-FortWorth-Arlington
2017,442.4,06,Dallas-FortWorth-Arlington
2017,438.3,07,Dallas-FortWorth-Arlington
2017,442.4,08,Dallas-FortWorth-Arlington
2017,444.6,09,Dallas-FortWorth-Arlington
2017,446.1,10,Dallas-FortWorth-Arlington
2017,447.5,11,Dallas-FortWorth-Arlington
2017,448.8,12,Dallas-FortWorth-Arlington
2018,443.7,01,Dallas-FortWorth-Arlington
2018,447.5,02,Dallas-FortWorth-Arlington
2018,448.2,03,Dallas-FortWorth-Arlington
2018,448.5,04,Dallas-FortWorth-Arlington
2018,450.1,05,Dallas-FortWorth-Arlington
2018,449.7,06,Dallas-FortWorth-Arlington
2018,449.0,07,Dallas-FortWorth-Arlington
2018,453.2,08,Dallas-FortWorth-Arlington
